Date,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureHighInches,SeaLevelPressureAvgInches,SeaLevelPressureLowInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches,Events,Alerta_Consumo_Critico,Alerta_Temp_Extrema
2018-07-03,26.9,12.3,40.0,15.0,48.3,100.58,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,26.9,12.3,40.0,15.0,48.3,100.58,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,26.9,12.3,40.0,15.0,48.3,100.58,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,27.4,11.4,37.0,15.0,48.3,100.55,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,27.4,11.4,37.0,15.0,48.3,100.55,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,27.4,11.4,37.0,15.0,48.3,100.55,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,27.4,11.4,37.0,15.0,48.3,100.55,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,27.5,10.4,34.0,15.0,48.3,100.49,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,27.5,10.4,34.0,15.0,48.3,100.49,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,27.5,10.4,34.0,15.0,48.3,100.49,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,27.5,10.4,34.0,15.0,48.3,100.49,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,27.0,10.7,36.0,11.0,48.3,100.44,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,27.0,10.7,36.0,11.0,48.3,100.44,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,27.0,10.7,36.0,11.0,48.3,100.44,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,27.0,10.7,36.0,11.0,48.3,100.44,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,25.3,14.4,51.0,17.0,48.3,100.41,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,25.3,14.4,51.0,17.0,48.3,100.41,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,25.3,14.4,51.0,17.0,48.3,100.41,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,25.3,14.4,51.0,17.0,48.3,100.41,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,24.8,12.8,47.0,17.0,48.3,100.36,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,24.8,12.8,47.0,17.0,48.3,100.36,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,24.8,12.8,47.0,17.0,48.3,100.36,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,24.8,12.8,47.0,17.0,48.3,100.36,Cloudy,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,25.0,13.9,50.0,13.0,25.0,100.37,Rain Showers,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,25.0,13.9,50.0,13.0,25.0,100.37,Rain Showers,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,25.0,13.9,50.0,13.0,25.0,100.37,Rain Showers,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,25.0,13.9,50.0,13.0,25.0,100.37,Rain Showers,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,21.5,14.8,66.0,17.0,25.0,100.35,Rain Showers,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,21.5,14.8,66.0,17.0,25.0,100.35,Rain Showers,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,21.5,14.8,66.0,17.0,25.0,100.35,Rain Showers,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,21.5,14.8,66.0,17.0,25.0,100.35,Rain Showers,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,20.8,14.8,69.0,0.0,25.0,100.32,Rain Showers,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,20.8,14.8,69.0,0.0,25.0,100.32,Rain Showers,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,20.8,14.8,69.0,0.0,25.0,100.32,Rain Showers,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,20.8,14.8,69.0,0.0,25.0,100.32,Rain Showers,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-03,18.2,10.8,62.0,7.0,25.0,100.83,Mainly Clear,3424.19,1612.82,156.31,1.49,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.8,15.9,78.0,6.0,16.1,100.34,Rain,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.8,15.9,78.0,6.0,16.1,100.34,Rain,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.8,15.9,78.0,6.0,16.1,100.34,Rain,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.4,16.6,84.0,6.0,25.0,100.25,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.4,16.6,84.0,6.0,25.0,100.25,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.4,16.6,84.0,6.0,25.0,100.25,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.4,16.6,84.0,6.0,25.0,100.25,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.3,16.5,84.0,13.0,25.0,100.21,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.3,16.5,84.0,13.0,25.0,100.21,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.3,16.5,84.0,13.0,25.0,100.21,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.3,16.5,84.0,13.0,25.0,100.21,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.3,16.4,83.0,13.0,25.0,100.19,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.3,16.4,83.0,13.0,25.0,100.19,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.3,16.4,83.0,13.0,25.0,100.19,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.3,16.4,83.0,13.0,25.0,100.19,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.9,16.9,83.0,13.0,19.3,100.21,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.9,16.9,83.0,13.0,19.3,100.21,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.9,16.9,83.0,13.0,19.3,100.21,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.9,16.9,83.0,13.0,19.3,100.21,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,20.3,17.1,82.0,15.0,12.9,100.25,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,20.3,17.1,82.0,15.0,12.9,100.25,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,20.3,17.1,82.0,15.0,12.9,100.25,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,20.3,17.1,82.0,15.0,12.9,100.25,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,20.5,17.3,82.0,15.0,16.1,100.24,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,20.5,17.3,82.0,15.0,16.1,100.24,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,20.5,17.3,82.0,15.0,16.1,100.24,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,20.5,17.3,82.0,15.0,16.1,100.24,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.1,17.7,81.0,15.0,16.1,100.24,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.1,17.7,81.0,15.0,16.1,100.24,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.1,17.7,81.0,15.0,16.1,100.24,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.1,17.7,81.0,15.0,16.1,100.24,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,22.3,18.1,77.0,17.0,16.1,100.23,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,22.3,18.1,77.0,17.0,16.1,100.23,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,22.3,18.1,77.0,17.0,16.1,100.23,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,22.3,18.1,77.0,17.0,16.1,100.23,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,23.2,18.4,74.0,17.0,16.1,100.2,Mostly Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,23.2,18.4,74.0,17.0,16.1,100.2,Mostly Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,23.2,18.4,74.0,17.0,16.1,100.2,Mostly Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,23.2,18.4,74.0,17.0,16.1,100.2,Mostly Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,24.6,18.9,71.0,19.0,19.3,100.16,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,24.6,18.9,71.0,19.0,19.3,100.16,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,24.6,18.9,71.0,19.0,19.3,100.16,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,24.6,18.9,71.0,19.0,19.3,100.16,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,24.8,18.9,70.0,24.0,19.3,100.13,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,24.8,18.9,70.0,24.0,19.3,100.13,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,24.8,18.9,70.0,24.0,19.3,100.13,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,24.8,18.9,70.0,24.0,19.3,100.13,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,26.1,20.2,70.0,24.0,19.3,100.14,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,26.1,20.2,70.0,24.0,19.3,100.14,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,26.1,20.2,70.0,24.0,19.3,100.14,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,26.1,20.2,70.0,24.0,19.3,100.14,Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,27.0,20.1,66.0,24.0,19.3,100.07,Mostly Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,27.0,20.1,66.0,24.0,19.3,100.07,Mostly Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,27.0,20.1,66.0,24.0,19.3,100.07,Mostly Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,27.0,20.1,66.0,24.0,19.3,100.07,Mostly Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,27.5,19.9,63.0,24.0,19.3,100.04,Mostly Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,27.5,19.9,63.0,24.0,19.3,100.04,Mostly Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,27.5,19.9,63.0,24.0,19.3,100.04,Mostly Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,27.5,19.9,63.0,24.0,19.3,100.04,Mostly Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,28.4,19.9,60.0,19.0,19.3,99.98,Mostly Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,28.4,19.9,60.0,19.0,19.3,99.98,Mostly Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,28.4,19.9,60.0,19.0,19.3,99.98,Mostly Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,28.4,19.9,60.0,19.0,19.3,99.98,Mostly Cloudy,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,26.7,20.1,67.0,15.0,24.1,99.84,Thunderstorms,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,26.7,20.1,67.0,15.0,24.1,99.84,Thunderstorms,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,26.7,20.1,67.0,15.0,24.1,99.84,Thunderstorms,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,26.7,20.1,67.0,15.0,24.1,99.84,Thunderstorms,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.6,20.0,91.0,11.0,24.1,100.02,"Thunderstorms,Rain Showers",3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.6,20.0,91.0,11.0,24.1,100.02,"Thunderstorms,Rain Showers",3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.6,20.0,91.0,11.0,24.1,100.02,"Thunderstorms,Rain Showers",3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.6,20.0,91.0,11.0,24.1,100.02,"Thunderstorms,Rain Showers",3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,23.4,20.7,85.0,9.0,24.1,100.06,Mainly Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,23.4,20.7,85.0,9.0,24.1,100.06,Mainly Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,23.4,20.7,85.0,9.0,24.1,100.06,Mainly Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,23.4,20.7,85.0,9.0,24.1,100.06,Mainly Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,23.3,20.2,83.0,6.0,24.1,100.09,Mainly Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,23.3,20.2,83.0,6.0,24.1,100.09,Mainly Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,23.3,20.2,83.0,6.0,24.1,100.09,Mainly Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,23.3,20.2,83.0,6.0,24.1,100.09,Mainly Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.8,19.1,85.0,9.0,24.1,100.15,Mainly Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.8,19.1,85.0,9.0,24.1,100.15,Mainly Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.8,19.1,85.0,9.0,24.1,100.15,Mainly Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.8,19.1,85.0,9.0,24.1,100.15,Mainly Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.2,18.3,84.0,9.0,25.0,100.25,Mainly Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.2,18.3,84.0,9.0,25.0,100.25,Mainly Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.2,18.3,84.0,9.0,25.0,100.25,Mainly Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.2,18.3,84.0,9.0,25.0,100.25,Mainly Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.1,16.9,77.0,17.0,25.0,100.31,Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.1,16.9,77.0,17.0,25.0,100.31,Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.1,16.9,77.0,17.0,25.0,100.31,Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,21.1,16.9,77.0,17.0,25.0,100.31,Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.1,15.9,82.0,11.0,25.0,100.37,Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.1,15.9,82.0,11.0,25.0,100.37,Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.1,15.9,82.0,11.0,25.0,100.37,Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.1,15.9,82.0,11.0,25.0,100.37,Clear,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-04,19.8,15.9,78.0,6.0,16.1,100.34,Rain,3061.12,1334.26,116.57,1.35,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,17.9,14.8,82.0,9.0,25.0,100.38,Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,17.9,14.8,82.0,9.0,25.0,100.38,Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,17.9,14.8,82.0,9.0,25.0,100.38,Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,17.2,14.8,86.0,6.0,25.0,100.45,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,17.2,14.8,86.0,6.0,25.0,100.45,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,17.2,14.8,86.0,6.0,25.0,100.45,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,17.2,14.8,86.0,6.0,25.0,100.45,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,16.6,14.6,88.0,11.0,25.0,100.43,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,16.6,14.6,88.0,11.0,25.0,100.43,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,16.6,14.6,88.0,11.0,25.0,100.43,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,16.6,14.6,88.0,11.0,25.0,100.43,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,16.8,14.6,87.0,11.0,25.0,100.46,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,16.8,14.6,87.0,11.0,25.0,100.46,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,16.8,14.6,87.0,11.0,25.0,100.46,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,16.8,14.6,87.0,11.0,25.0,100.46,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,15.8,14.1,90.0,7.0,24.1,100.47,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,15.8,14.1,90.0,7.0,24.1,100.47,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,15.8,14.1,90.0,7.0,24.1,100.47,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,15.8,14.1,90.0,7.0,24.1,100.47,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,16.1,14.5,90.0,9.0,24.1,100.56,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,16.1,14.5,90.0,9.0,24.1,100.56,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,16.1,14.5,90.0,9.0,24.1,100.56,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,16.1,14.5,90.0,9.0,24.1,100.56,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,18.3,14.5,79.0,13.0,24.1,100.62,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,18.3,14.5,79.0,13.0,24.1,100.62,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,18.3,14.5,79.0,13.0,24.1,100.62,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,18.3,14.5,79.0,13.0,24.1,100.62,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,19.4,14.7,74.0,17.0,24.1,100.68,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,19.4,14.7,74.0,17.0,24.1,100.68,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,19.4,14.7,74.0,17.0,24.1,100.68,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,19.4,14.7,74.0,17.0,24.1,100.68,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,20.4,15.0,71.0,7.0,24.1,100.73,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,20.4,15.0,71.0,7.0,24.1,100.73,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,20.4,15.0,71.0,7.0,24.1,100.73,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,20.4,15.0,71.0,7.0,24.1,100.73,Mainly Clear,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,21.1,15.3,69.0,6.0,48.3,100.74,Mostly Cloudy,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,21.1,15.3,69.0,6.0,48.3,100.74,Mostly Cloudy,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
2018-07-05,21.1,15.3,69.0,6.0,48.3,100.74,Mostly Cloudy,3522.44,1741.54,226.51,1.56,,,,,,,,,,,,,,,,,,,,,0,0
